ceb	age	educ	religion	idlnchld	knowmeth	usemeth	evermarr	agefm	heduc	urban	electric	radio	tv	bicycle
2	27	6	other	2	1	1	0	NA	NA	1	0	1	0	0
1	25	8	spirit	6	1	0	0	NA	NA	1	0	1	0	0
0	16	8	spirit	3	1	1	0	NA	NA	1	0	1	0	0
0	15	8	spirit	2	1	0	0	NA	NA	1	0	1	0	0
0	19	10	protestant	4	1	1	0	NA	NA	1	0	0	0	0
3	27	8	protestant	3	1	1	0	NA	NA	1	0	1	0	0
2	21	7	spirit	5	1	1	0	NA	NA	1	0	1	0	0
1	25	7	spirit	5	1	1	0	NA	NA	1	0	1	0	0
1	18	7	spirit	3	1	1	0	NA	NA	1	0	1	0	0
0	15	6	other	5	1	0	0	NA	NA	1	0	1	0	0
8	41	3	spirit	7	1	1	1	19	5	1	0	1	0	0
0	29	10	spirit	4	1	0	0	NA	NA	1	0	0	0	0
1	18	8	spirit	4	1	0	0	NA	NA	1	0	0	0	0
3	28	0	spirit	7	1	1	1	21	4	1	0	1	0	1
0	17	7	spirit	5	1	0	0	NA	NA	1	0	1	0	0
1	24	10	other	4	1	1	1	20	10	1	0	1	0	1
7	40	0	spirit	NA	1	0	1	24	NA	1	0	0	0	0
3	25	4	catholic	6	1	1	1	24	7	1	0	0	0	0
2	23	6	protestant	5	1	0	1	18	4	1	0	0	0	0
8	41	0	spirit	4	1	0	1	21	NA	1	0	0	0	0
5	48	0	spirit	4	1	1	0	NA	NA	1	0	1	0	0
5	30	4	other	4	1	1	1	19	7	1	0	1	0	1
9	49	3	spirit	10	1	0	1	32	7	1	0	1	0	1
1	21	12	spirit	4	1	1	0	NA	NA	1	0	1	0	1
0	15	7	spirit	3	1	0	0	NA	NA	1	0	1	0	1
3	27	7	spirit	5	1	1	1	19	7	1	0	1	0	0
0	17	7	protestant	3	1	1	0	NA	NA	1	0	1	0	0
0	16	9	spirit	6	1	0	0	NA	NA	1	0	1	0	1
1	20	7	spirit	6	1	1	0	NA	NA	1	0	1	0	0
7	35	7	spirit	7	1	1	1	21	4	1	0	1	0	1
0	21	6	spirit	5	1	0	0	NA	NA	1	0	1	0	0
10	39	5	protestant	10	1	1	1	21	6	1	0	1	0	0
2	42	12	catholic	2	1	1	1	21	12	1	1	1	1	1
1	29	7	spirit	4	1	0	0	NA	NA	1	0	1	0	0
1	23	10	other	4	1	1	0	NA	NA	1	0	1	0	0
1	22	7	other	4	1	0	0	NA	NA	1	0	0	0	0
0	19	7	protestant	4	1	1	0	NA	NA	1	0	0	0	0
3	22	7	spirit	4	1	1	0	NA	NA	1	0	0	0	0
0	16	8	catholic	2	1	1	0	NA	NA	1	1	1	0	0
3	34	7	protestant	3	1	1	1	21	10	1	1	1	0	1
0	18	7	spirit	4	1	0	0	NA	NA	1	0	1	0	0
2	32	12	spirit	4	1	1	1	29	10	1	0	1	0	0
0	17	8	catholic	5	1	0	0	NA	NA	1	1	1	0	0
0	16	10	catholic	2	1	0	0	NA	NA	1	0	1	0	0
3	22	7	protestant	3	1	1	0	NA	NA	1	0	1	0	1
1	19	12	spirit	4	1	0	0	NA	NA	1	1	0	1	1
0	22	13	protestant	2	1	1	0	NA	NA	1	1	1	0	NA
11	48	1	catholic	10	1	0	0	NA	NA	1	0	1	0	1
1	27	10	catholic	2	1	1	0	NA	NA	1	0	1	0	1
2	28	7	protestant	4	1	1	1	15	10	1	0	1	0	0
0	22	9	protestant	4	1	1	0	NA	NA	1	0	1	0	0
0	19	10	other	4	1	1	0	NA	NA	1	0	1	0	0
2	32	7	other	4	1	1	0	NA	NA	1	0	1	0	0
0	18	7	protestant	4	1	1	0	NA	NA	1	0	1	0	0
4	31	7	other	6	1	1	1	14	15	1	0	0	0	0
7	32	0	spirit	5	1	0	1	16	0	1	0	0	0	0
2	22	7	catholic	4	1	1	0	NA	NA	1	0	1	0	1
0	18	11	catholic	2	1	0	0	NA	NA	1	0	1	0	1
0	18	6	spirit	5	1	0	0	NA	NA	1	0	1	0	0
0	16	4	spirit	5	1	0	0	NA	NA	1	0	1	0	0
7	40	1	spirit	10	1	1	1	21	3	1	0	0	0	1
1	28	7	spirit	15	1	1	0	NA	NA	1	0	1	0	1
0	19	7	other	4	1	1	0	NA	NA	1	0	1	0	1
2	24	7	spirit	4	1	1	1	19	6	1	0	1	0	0
4	27	6	spirit	5	1	1	1	14	9	1	0	1	0	0
0	15	1	other	4	1	0	0	NA	NA	1	0	1	0	0
6	45	2	spirit	6	1	1	1	15	4	1	0	1	0	0
0	18	7	spirit	3	1	0	0	NA	NA	1	0	1	0	0
1	18	9	spirit	2	1	0	0	NA	NA	1	0	1	0	0
3	25	0	other	6	1	0	1	18	0	1	0	0	0	1
3	25	7	spirit	6	1	1	1	21	7	1	0	1	0	1
0	16	9	spirit	4	1	0	0	NA	NA	1	0	0	0	1
0	18	0	other	6	1	0	1	17	0	1	0	0	0	0
1	23	7	spirit	10	1	1	1	22	NA	1	0	1	0	0
2	26	7	spirit	5	1	1	1	25	7	1	0	1	0	0
5	35	7	spirit	4	1	1	1	34	1	1	0	1	0	0
0	18	6	spirit	5	1	0	0	NA	NA	1	0	1	0	0
2	25	5	other	5	1	0	1	24	10	1	1	0	0	0
7	45	0	spirit	10	1	0	1	16	NA	1	0	1	0	1
0	25	1	other	6	1	0	0	NA	NA	1	0	1	0	1
0	16	4	protestant	2	1	0	0	NA	NA	1	0	1	0	1
0	15	6	protestant	5	1	0	0	NA	NA	1	0	1	0	1
3	35	6	spirit	7	1	1	0	NA	NA	1	0	1	0	0
1	23	6	spirit	5	1	0	1	15	8	1	0	0	0	0
5	32	0	spirit	4	1	0	1	24	0	1	0	0	0	0
1	20	0	spirit	12	1	0	1	13	0	1	0	1	0	0
5	35	0	other	6	1	0	1	29	0	1	0	0	0	0
5	28	0	other	6	1	1	0	NA	NA	1	0	0	0	0
2	20	10	spirit	5	1	1	0	NA	NA	1	0	1	0	1
0	18	8	spirit	6	1	1	0	NA	NA	1	0	1	0	1
2	26	7	spirit	5	1	1	1	19	7	1	0	0	0	0
3	32	7	spirit	5	1	1	1	21	4	1	0	0	0	0
1	27	16	catholic	3	1	1	1	22	16	1	1	1	1	0
2	33	19	catholic	2	1	1	1	22	19	1	1	1	1	1
4	34	6	spirit	5	1	1	1	15	7	1	1	1	0	0
3	29	12	other	4	1	1	1	20	17	1	1	1	1	1
2	26	3	catholic	6	1	1	1	19	7	1	0	1	0	1
0	18	7	spirit	4	1	1	0	NA	NA	1	0	1	0	0
2	26	7	spirit	6	1	1	1	17	3	1	0	1	0	0
2	24	8	other	4	1	1	0	NA	NA	1	0	1	0	1
2	41	3	spirit	10	1	0	1	13	4	1	0	1	0	0
3	27	5	spirit	3	1	1	0	NA	NA	1	0	1	0	0
3	24	3	spirit	1	1	0	0	NA	NA	1	0	1	0	1
3	26	7	spirit	4	1	1	1	20	5	1	0	1	0	0
7	35	0	spirit	7	1	1	1	19	6	1	0	1	0	0
3	26	10	catholic	4	1	1	1	20	10	1	1	1	0	0
0	17	9	protestant	4	1	0	0	NA	NA	1	1	1	0	1
1	26	10	spirit	4	1	1	1	21	10	1	1	1	1	0
1	24	10	spirit	4	1	1	1	21	10	1	1	1	1	0
2	21	12	spirit	4	1	1	1	11	10	1	1	1	0	0
1	22	6	spirit	4	1	1	0	NA	NA	1	1	1	0	0
4	34	7	catholic	5	1	1	1	26	12	1	1	0	0	0
1	27	7	other	5	1	0	1	23	7	1	1	1	0	1
3	24	9	spirit	3	1	1	1	16	10	1	1	1	0	1
3	32	10	catholic	4	1	1	1	16	10	1	1	1	0	1
0	20	10	spirit	4	1	1	0	NA	NA	1	1	1	0	0
1	23	8	protestant	4	1	1	1	16	10	1	1	1	0	0
3	24	8	catholic	3	1	1	1	17	10	1	1	1	0	0
0	26	7	protestant	5	1	0	1	22	9	1	1	1	0	0
3	26	10	other	0	1	1	1	16	NA	1	1	1	0	0
5	31	7	spirit	6	1	0	1	18	9	1	1	1	0	0
1	23	10	protestant	4	1	1	1	19	10	1	1	1	0	1
1	25	10	spirit	4	1	0	1	19	10	1	1	1	0	0
0	24	10	other	4	1	0	1	23	10	1	1	1	0	0
2	24	10	catholic	4	1	1	0	NA	NA	1	1	1	0	0
4	30	7	catholic	4	1	1	1	21	10	1	1	1	0	1
1	23	6	spirit	4	1	1	0	NA	NA	1	0	1	0	0
6	29	7	other	4	1	1	1	21	7	1	1	1	0	0
0	18	10	spirit	5	1	0	0	NA	NA	1	0	1	1	0
0	18	10	protestant	3	1	0	0	NA	NA	1	0	1	1	0
3	37	7	protestant	2	1	1	1	25	7	1	0	1	0	0
1	25	12	catholic	3	1	1	1	22	16	1	0	1	1	0
6	40	14	catholic	4	1	1	1	17	7	1	0	1	1	0
0	16	10	spirit	4	1	0	0	NA	NA	1	0	1	1	0
1	31	10	other	4	1	1	0	NA	NA	1	0	0	1	1
1	25	10	catholic	6	1	1	0	NA	NA	1	0	1	0	0
2	27	15	protestant	4	1	0	0	NA	NA	1	0	1	0	0
8	45	9	spirit	4	1	1	0	NA	NA	1	0	1	0	0
2	28	10	spirit	3	1	1	0	NA	NA	1	0	0	0	0
6	36	7	protestant	4	1	1	1	17	7	1	1	1	1	1
0	19	5	spirit	2	1	0	0	NA	NA	1	1	1	1	0
3	43	14	catholic	2	1	1	1	21	15	1	1	1	1	0
0	18	7	other	6	1	1	0	NA	NA	1	1	1	1	0
2	34	7	spirit	6	1	1	1	30	7	1	0	1	0	0
3	38	15	catholic	4	1	1	0	NA	NA	1	0	1	0	0
2	27	2	spirit	4	1	1	0	NA	NA	1	1	1	0	1
3	34	7	protestant	6	1	1	1	22	7	1	1	1	0	1
1	22	12	protestant	4	1	1	1	17	7	1	1	1	0	1
1	24	12	protestant	4	1	1	1	23	10	1	1	1	1	1
1	20	7	spirit	4	1	1	0	NA	NA	1	1	1	1	1
0	16	9	spirit	4	1	0	0	NA	NA	1	1	1	1	1
2	25	7	protestant	4	1	1	1	18	10	1	0	1	0	1
2	37	7	other	2	1	1	0	NA	NA	1	0	1	0	0
1	28	7	spirit	4	1	1	1	19	NA	1	1	1	0	0
0	17	9	catholic	5	1	1	0	NA	NA	1	1	1	0	0
1	32	10	spirit	4	1	0	0	NA	NA	1	0	1	0	0
2	26	9	protestant	4	1	1	0	NA	NA	1	0	1	0	0
2	20	0	spirit	4	1	1	1	13	10	1	0	1	0	0
2	35	10	protestant	4	1	1	0	NA	NA	1	0	1	0	1
0	20	12	protestant	4	1	1	0	NA	NA	1	1	1	1	1
1	26	10	protestant	2	1	1	0	NA	NA	1	0	0	0	0
5	34	7	spirit	5	1	1	0	NA	NA	1	0	1	0	1
2	24	7	spirit	3	1	1	0	NA	NA	1	0	1	0	0
7	39	7	other	8	1	1	1	18	0	1	1	1	1	0
1	19	12	other	1	1	1	0	NA	NA	1	1	1	1	0
3	26	0	spirit	8	1	1	1	22	0	1	0	1	0	1
3	24	0	other	4	1	0	0	NA	NA	1	0	1	0	1
3	21	7	other	7	1	0	1	19	0	1	0	1	0	1
1	26	7	protestant	3	1	1	0	NA	NA	1	0	1	0	0
1	23	13	catholic	3	1	1	0	NA	NA	1	0	1	0	0
2	21	10	other	2	1	1	0	NA	NA	1	0	1	0	0
1	22	14	protestant	4	1	1	0	NA	NA	1	0	1	0	0
0	22	14	spirit	4	1	1	0	NA	NA	1	0	1	0	0
0	19	10	protestant	4	1	0	0	NA	NA	1	0	1	0	0
0	15	7	catholic	3	1	0	0	NA	NA	1	0	1	1	0
1	26	6	spirit	3	1	1	0	NA	NA	1	1	1	1	0
0	15	3	spirit	NA	0	0	0	NA	NA	1	1	1	1	0
1	29	18	spirit	4	1	1	1	26	16	1	1	1	1	0
3	42	10	other	3	1	0	1	23	12	1	1	1	1	0
1	28	12	catholic	2	1	1	0	NA	NA	1	1	1	0	1
1	20	7	catholic	2	1	1	0	NA	NA	1	1	0	0	0
1	23	12	other	2	1	1	0	NA	NA	1	0	1	0	0
1	23	12	catholic	3	1	1	0	NA	NA	1	0	1	0	0
2	27	10	catholic	2	1	1	0	NA	NA	1	0	1	0	0
0	19	9	other	2	1	0	0	NA	NA	1	0	1	0	0
0	25	10	catholic	4	1	1	0	NA	NA	1	0	1	0	0
0	24	12	spirit	2	1	NA	0	NA	NA	1	0	0	1	0
1	24	13	protestant	3	1	1	0	NA	NA	1	0	1	0	0
0	16	9	protestant	4	1	0	0	NA	NA	1	0	1	0	0
2	28	14	protestant	3	1	1	1	23	14	1	0	1	0	0
0	19	7	protestant	4	1	0	0	NA	NA	1	0	1	0	0
2	25	12	protestant	4	1	1	1	14	12	1	0	1	0	0
0	15	9	protestant	3	1	0	0	NA	NA	1	0	1	0	0
0	20	7	spirit	2	1	0	0	NA	NA	1	0	1	0	0
1	21	12	spirit	4	1	1	1	19	12	1	0	1	0	0
0	16	7	protestant	3	1	0	0	NA	NA	1	0	1	0	0
4	38	5	spirit	4	1	1	1	21	0	1	0	1	0	1
0	17	11	spirit	3	1	0	0	NA	NA	1	0	1	0	1
0	20	10	protestant	2	1	1	0	NA	NA	1	0	1	0	0
3	24	7	spirit	6	1	1	1	16	10	1	0	1	0	0
5	32	4	other	5	1	0	1	26	NA	1	0	1	0	0
0	17	7	spirit	5	1	0	0	NA	NA	1	0	1	0	0
0	26	3	protestant	4	1	0	1	17	7	1	0	1	0	0
3	40	15	spirit	3	1	1	1	21	15	1	0	1	0	0
1	26	4	catholic	4	1	1	1	15	7	1	0	1	0	0
2	37	7	spirit	3	1	1	0	NA	NA	1	0	1	0	0
3	37	10	catholic	4	1	1	1	22	2	1	0	1	1	0
1	26	7	spirit	4	1	0	0	NA	NA	1	0	0	0	0
5	44	7	spirit	NA	1	0	1	27	0	1	0	1	0	0
1	19	10	spirit	10	1	1	0	NA	NA	1	0	1	0	0
0	15	8	spirit	1	0	0	0	NA	NA	1	0	1	0	0
2	34	7	protestant	6	1	0	0	NA	NA	1	0	1	0	0
6	48	4	spirit	6	1	1	1	22	6	1	0	1	0	0
2	22	7	protestant	4	1	0	1	19	3	1	0	0	0	0
3	31	10	protestant	10	1	1	0	NA	NA	1	0	1	0	0
2	25	7	spirit	6	1	1	1	20	7	1	0	1	0	0
0	20	9	spirit	5	1	1	0	NA	NA	1	0	1	0	0
1	21	7	other	4	1	1	1	20	0	1	0	0	0	0
7	48	6	catholic	7	1	1	1	29	4	1	0	1	0	0
4	27	9	catholic	4	1	1	0	NA	NA	1	0	1	0	0
4	38	4	catholic	5	1	1	1	18	10	1	0	0	0	0
2	26	7	spirit	4	1	1	0	NA	NA	1	0	1	0	0
2	40	3	spirit	4	1	1	0	NA	NA	1	0	1	0	0
2	23	0	other	3	1	1	1	15	NA	1	0	0	0	0
1	28	0	catholic	4	1	1	0	NA	NA	1	0	0	0	0
4	40	6	protestant	6	1	1	0	NA	NA	1	0	1	0	0
0	16	1	protestant	1	1	0	0	NA	NA	1	0	1	0	0
0	20	7	spirit	6	1	0	0	NA	NA	1	0	0	0	0
4	28	4	spirit	5	1	1	1	22	NA	1	0	1	0	0
0	22	7	other	6	1	1	1	21	7	1	0	0	0	0
8	41	0	spirit	10	1	1	1	17	0	1	0	1	1	1
7	35	0	spirit	8	1	NA	1	16	0	1	0	1	1	1
1	25	7	spirit	6	1	NA	0	NA	NA	1	0	1	0	0
3	31	6	catholic	6	1	1	1	20	NA	1	0	1	0	0
4	26	2	catholic	7	1	0	1	22	3	1	0	1	0	0
0	18	6	other	1	1	1	0	NA	NA	1	0	1	0	0
4	35	2	catholic	6	1	0	0	NA	NA	1	0	1	0	0
1	34	0	catholic	3	1	0	0	NA	NA	1	0	1	0	0
8	30	0	other	8	1	1	1	16	NA	1	0	1	0	0
0	24	6	other	3	1	0	0	NA	NA	1	0	1	0	0
0	18	0	catholic	2	0	0	0	NA	NA	1	0	1	0	0
1	24	0	catholic	3	1	1	0	NA	NA	1	0	1	0	0
0	17	7	other	2	0	0	0	NA	NA	1	0	1	0	0
0	19	8	other	4	1	0	0	NA	NA	1	0	1	0	0
1	27	7	catholic	4	1	1	0	NA	NA	1	0	1	0	0
1	19	7	catholic	6	1	1	0	NA	NA	1	0	1	0	0
3	29	7	spirit	6	1	1	0	NA	NA	1	0	1	0	0
0	18	9	other	2	1	1	0	NA	NA	1	0	1	0	1
0	17	9	spirit	4	1	0	0	NA	NA	1	0	1	0	0
3	30	5	protestant	4	1	1	1	24	9	1	0	1	0	0
4	28	7	catholic	6	1	0	1	17	7	1	0	1	1	0
9	40	5	catholic	8	1	1	1	23	0	1	0	1	0	1
0	17	9	catholic	3	1	0	0	NA	NA	1	0	1	0	1
2	21	7	spirit	4	1	0	1	19	10	1	0	1	0	1
5	40	10	protestant	2	1	1	1	34	7	1	0	1	0	1
2	23	10	spirit	4	1	1	1	22	12	1	0	0	0	0
0	20	10	spirit	5	1	1	0	NA	NA	1	0	0	0	0
6	39	7	catholic	5	1	1	1	32	7	1	0	1	0	0
4	37	10	protestant	4	1	1	1	33	10	1	0	1	0	0
8	45	0	protestant	6	1	0	1	30	0	1	0	1	1	0
4	35	6	other	6	1	1	0	NA	NA	1	0	0	0	0
4	30	0	spirit	4	1	0	1	16	0	1	0	1	0	0
0	19	9	catholic	4	1	1	0	NA	NA	1	0	1	0	0
0	15	8	protestant	5	1	0	0	NA	NA	1	1	0	1	0
11	48	0	spirit	8	1	1	1	21	0	1	0	1	0	0
1	20	7	spirit	4	1	1	1	18	7	1	0	1	0	0
0	19	7	spirit	4	1	1	1	18	2	1	0	1	0	0
0	21	10	spirit	4	1	1	0	NA	NA	1	0	0	0	0
0	15	7	spirit	6	1	0	0	NA	NA	1	0	1	0	0
1	27	10	spirit	4	1	1	0	NA	NA	1	0	1	0	0
2	22	10	spirit	4	1	1	1	19	7	1	0	1	0	0
6	36	1	spirit	4	1	1	1	20	4	1	0	1	0	0
0	16	6	spirit	2	1	0	0	NA	NA	1	0	1	0	1
6	40	4	spirit	10	1	1	1	17	0	1	0	1	0	1
1	20	7	protestant	2	1	0	0	NA	NA	1	0	1	0	1
1	23	7	catholic	4	1	1	0	NA	NA	1	0	1	0	0
0	24	7	protestant	4	1	0	0	NA	NA	1	0	0	0	0
7	46	6	protestant	4	1	1	1	19	10	1	0	1	0	0
2	26	17	protestant	3	1	1	0	NA	NA	1	0	1	0	0
2	17	10	protestant	3	1	0	0	NA	NA	1	0	1	0	0
7	41	0	spirit	8	1	0	1	20	0	1	0	1	0	0
4	28	7	protestant	4	1	1	1	19	10	1	0	1	0	0
6	47	2	spirit	6	1	1	1	33	2	1	0	1	0	0
2	22	7	spirit	3	1	1	0	NA	NA	1	0	1	0	0
0	15	7	spirit	3	1	0	0	NA	NA	1	0	1	0	0
2	25	0	other	6	1	1	0	NA	NA	1	0	0	0	0
0	23	0	protestant	4	1	1	0	NA	NA	1	0	0	0	0
1	19	7	protestant	3	1	0	0	NA	NA	1	0	1	0	0
0	26	7	other	4	1	0	1	21	7	1	0	1	0	0
3	22	7	spirit	5	1	1	1	17	7	1	0	1	0	0
1	33	0	spirit	5	1	0	1	21	5	1	0	1	0	0
4	37	0	other	7	1	0	0	NA	NA	1	0	0	0	0
0	19	7	catholic	3	1	1	0	NA	NA	1	0	0	0	0
2	27	7	spirit	6	1	1	1	22	4	1	0	1	0	1
1	21	10	spirit	4	1	1	0	NA	NA	1	0	1	0	1
1	25	0	catholic	6	1	1	0	NA	NA	1	0	1	0	0
1	25	3	other	NA	1	0	1	16	4	1	0	1	0	0
3	23	6	spirit	4	1	1	0	NA	NA	1	0	0	0	0
4	26	0	spirit	4	1	1	1	19	7	1	0	0	0	0
0	17	9	other	2	1	0	0	NA	NA	1	0	1	0	0
5	35	5	spirit	6	1	1	1	16	10	1	0	1	0	1
5	33	0	other	4	1	1	1	27	0	1	0	0	0	0
0	26	7	protestant	6	1	0	0	NA	NA	1	0	1	0	0
1	47	0	other	4	1	0	1	25	6	1	0	0	0	0
0	17	10	protestant	2	1	0	0	NA	NA	1	0	1	0	0
1	27	0	spirit	4	1	0	1	19	0	1	0	1	0	0
1	19	10	catholic	4	1	0	0	NA	NA	1	0	1	0	0
0	16	9	catholic	4	1	0	0	NA	NA	1	0	1	0	0
1	39	0	spirit	4	1	0	0	NA	NA	1	0	1	0	0
0	15	8	protestant	4	1	1	0	NA	NA	1	0	1	0	0
0	20	6	protestant	2	1	0	0	NA	NA	1	0	1	0	0
1	29	10	spirit	2	1	1	0	NA	NA	1	0	1	0	0
3	33	7	other	4	1	1	1	19	10	1	0	1	0	0
3	26	10	protestant	6	1	1	0	NA	NA	1	1	0	0	0
7	49	6	spirit	NA	1	1	1	23	4	1	0	1	0	0
1	22	10	spirit	4	1	1	0	NA	NA	1	0	1	0	0
5	32	0	other	6	1	1	1	21	0	1	0	1	0	0
0	17	7	other	4	1	1	0	NA	NA	1	0	1	0	0
5	40	2	spirit	6	1	1	0	NA	NA	1	0	0	0	0
0	18	9	spirit	5	1	0	0	NA	NA	1	0	0	0	0
0	23	10	other	3	1	1	1	18	7	1	0	1	0	0
0	30	6	spirit	4	1	0	1	24	5	1	0	1	0	0
3	29	6	spirit	6	1	1	1	19	5	1	0	1	0	0
4	30	7	spirit	4	1	1	1	16	7	1	0	1	1	0
0	26	0	spirit	2	0	0	0	NA	NA	1	0	1	1	0
0	21	10	protestant	4	1	1	0	NA	NA	1	0	1	0	0
0	18	10	protestant	3	1	1	0	NA	NA	1	0	1	0	0
0	17	10	spirit	5	1	1	0	NA	NA	1	0	1	0	0
6	31	4	spirit	6	1	1	1	20	0	1	0	0	0	0
4	30	10	spirit	4	1	1	0	NA	NA	1	0	1	0	0
5	41	4	spirit	6	1	0	1	29	7	1	0	1	0	0
0	15	3	spirit	6	1	0	0	NA	NA	1	0	0	0	0
0	20	7	other	3	1	0	0	NA	NA	1	0	1	1	1
5	36	0	spirit	10	1	0	1	28	0	1	0	1	0	0
1	19	7	catholic	4	1	0	0	NA	NA	1	0	0	0	0
4	47	10	catholic	4	1	1	1	23	14	1	0	1	0	0
2	23	7	protestant	6	1	1	1	22	0	1	0	1	0	0
3	27	0	other	6	1	1	1	25	7	1	0	1	0	0
1	29	0	other	4	1	0	0	NA	NA	1	0	1	0	0
0	23	1	spirit	4	1	0	0	NA	NA	1	0	1	0	0
2	30	0	spirit	6	1	1	1	26	7	1	0	1	0	1
1	22	10	spirit	4	1	1	1	17	7	1	0	0	0	0
1	27	7	other	4	1	1	1	19	12	1	0	1	0	0
2	19	0	catholic	4	1	1	1	19	0	1	0	0	0	0
4	31	0	spirit	4	1	1	1	26	0	1	0	0	0	0
4	33	3	other	6	1	1	1	12	0	1	0	1	0	0
0	28	0	spirit	10	1	NA	1	14	0	1	0	1	0	0
2	20	9	protestant	2	1	0	0	NA	NA	1	0	1	0	0
1	23	7	other	2	1	1	1	18	12	1	1	0	0	0
4	31	10	protestant	5	1	1	1	20	13	1	1	1	0	0
1	22	7	other	4	1	1	0	NA	NA	1	0	0	0	0
0	19	12	protestant	4	1	0	0	NA	NA	1	1	1	1	0
2	25	10	other	4	1	0	1	15	12	1	1	1	1	0
1	26	7	spirit	3	1	1	0	NA	NA	1	0	0	0	0
3	27	7	spirit	4	1	1	0	NA	NA	1	0	1	0	0
5	38	10	spirit	5	1	1	1	15	14	1	1	1	0	0
3	40	12	catholic	4	1	1	1	21	15	1	1	1	1	1
3	33	6	protestant	6	1	1	1	22	10	1	1	1	0	0
6	35	11	protestant	6	1	1	1	18	14	1	1	1	1	1
1	19	11	protestant	6	1	1	0	NA	NA	1	1	1	1	1
1	22	12	catholic	2	1	1	1	17	15	1	1	1	1	0
4	33	10	spirit	NA	1	1	1	19	10	1	1	1	1	0
3	31	12	protestant	3	1	1	1	16	15	1	1	1	1	1
2	43	9	protestant	2	1	1	1	23	7	1	1	1	1	1
4	48	8	protestant	4	1	1	1	18	12	1	1	1	1	1
2	34	12	other	3	1	1	1	18	17	1	1	1	1	1
1	21	16	spirit	2	1	1	0	NA	NA	1	1	1	0	0
0	23	12	spirit	2	1	1	0	NA	NA	1	1	0	0	0
1	24	10	spirit	6	1	1	0	NA	NA	1	1	0	0	0
1	25	12	spirit	3	1	1	0	NA	NA	1	1	0	0	0
2	23	10	protestant	3	1	1	0	NA	NA	1	1	0	0	0
2	28	15	other	4	1	1	1	16	12	1	1	1	0	0
0	19	9	spirit	5	1	0	0	NA	NA	1	1	1	0	0
5	28	7	spirit	6	1	1	1	20	10	1	0	1	0	0
4	31	8	protestant	4	1	1	1	23	0	1	1	0	0	1
8	38	0	protestant	NA	1	0	1	18	7	1	0	1	0	0
1	17	10	other	3	1	0	0	NA	NA	1	1	0	0	1
2	22	7	spirit	6	1	1	1	16	11	1	1	1	1	0
5	38	6	spirit	4	1	1	1	16	0	1	1	1	0	0
0	21	7	catholic	4	1	1	0	NA	NA	1	1	1	0	0
7	38	10	protestant	4	1	1	1	24	15	1	1	1	1	1
0	16	7	protestant	2	1	0	0	NA	NA	1	1	1	1	1
0	18	6	spirit	3	1	0	0	NA	NA	1	1	1	0	1
4	33	2	protestant	4	1	1	1	23	6	1	0	1	0	1
8	40	0	spirit	NA	1	1	1	19	4	1	1	0	0	1
0	15	6	spirit	4	1	0	0	NA	NA	1	1	1	0	1
5	34	7	spirit	6	1	1	1	22	5	1	1	0	0	0
5	39	0	other	NA	1	0	1	26	4	1	1	1	0	0
1	26	10	spirit	4	1	1	0	NA	NA	1	1	1	0	0
4	39	7	spirit	5	1	0	1	14	4	1	1	1	0	1
2	23	8	spirit	5	1	1	1	19	12	1	1	1	0	1
0	16	7	other	4	1	0	0	NA	NA	1	1	1	1	1
6	39	8	spirit	6	1	1	1	17	12	1	1	1	1	1
8	38	6	protestant	8	1	1	1	18	7	1	1	1	0	0
0	16	9	catholic	4	1	0	0	NA	NA	1	1	1	0	1
2	26	10	other	4	1	1	1	21	12	1	1	1	1	1
4	35	9	spirit	4	1	1	1	24	7	1	1	1	0	1
3	28	5	spirit	8	1	1	1	16	7	1	1	1	0	0
1	24	10	other	4	1	1	0	NA	NA	1	0	1	0	0
2	30	10	protestant	5	1	1	0	NA	NA	1	0	1	0	0
3	28	3	catholic	4	1	1	1	17	0	1	1	0	0	0
4	35	4	catholic	6	1	1	1	16	0	1	0	1	0	0
0	16	8	catholic	4	1	0	0	NA	NA	1	0	1	0	0
5	32	4	other	4	1	1	1	17	5	1	0	1	0	1
1	19	7	catholic	3	1	1	1	17	7	1	0	1	0	1
0	17	6	spirit	5	1	0	0	NA	NA	1	0	1	0	1
2	30	9	catholic	2	1	1	0	NA	NA	1	0	1	0	0
1	28	5	protestant	4	1	1	0	NA	NA	1	0	1	0	0
0	18	7	other	5	1	0	0	NA	NA	1	0	1	0	1
1	24	7	spirit	5	1	1	0	NA	NA	1	0	0	0	0
2	28	0	spirit	6	1	0	1	14	0	1	0	0	0	0
9	46	4	spirit	8	1	1	1	35	2	1	0	1	0	0
1	22	10	spirit	4	1	1	0	NA	NA	1	0	1	0	0
0	16	7	spirit	7	1	0	0	NA	NA	1	0	1	0	0
2	34	5	spirit	4	1	1	1	21	10	1	0	1	0	0
8	41	2	spirit	NA	1	1	1	14	4	1	0	1	0	0
3	35	0	protestant	4	1	1	1	23	4	1	0	0	0	0
7	36	5	protestant	2	1	1	1	18	7	1	0	0	0	0
1	17	7	other	6	1	0	0	NA	NA	1	0	0	0	0
0	21	7	spirit	8	1	1	0	NA	NA	1	0	0	0	0
8	37	4	other	5	1	0	1	22	0	1	0	0	0	0
0	24	0	protestant	9	1	0	1	21	10	1	0	0	0	0
4	33	3	protestant	10	1	1	1	24	0	1	0	1	0	0
0	28	7	other	5	1	0	1	25	10	1	0	1	0	1
0	18	10	spirit	7	1	0	0	NA	NA	1	0	1	0	1
